g, 49, 48
r, 0, 49
g, 49, 0
b, 2, 0
r, 24, 44
b, 0, 23
g, 48, 23
r, 26, 0
b, 10, 36
b, 34, 32
r, 37, 12
r, 14, 8
r, 36, 49
b, 46, 36
b, 22, 32
r, 12, 23
g, 3, 12
g, 11, 49
r, 37, 0
r, 48, 12
r, 0, 35
b, 38, 23
b, 28, 10
r, 38, 40
r, 11, 0
r, 29, 25
r, 4, 42
b, 6, 29
g, 15, 42
r, 43, 29
g, 31, 18
b, 6, 19
b, 18, 2
r, 43, 4
b, 13, 16
g, 29, 39
b, 29, 49
g, 15, 29
r, 18, 48
b, 34, 6
b, 7, 5
g, 19, 12
g, 42, 16
b, 42, 45
r, 0, 6
g, 17, 36
r, 21, 25
b, 23, 38
b, 48, 42
g, 28, 32
g, 49, 29
b, 22, 7
g, 17, 20
r, 1, 17
g, 8, 14
r, 31, 44
r, 39, 34
g, 43, 10
b, 5, 34
g, 7, 24
g, 9, 41
b, 23, 49
g, 27, 5
r, 36, 17
r, 49, 17
r, 0, 28
b, 24, 13
g, 25, 28
g, 31, 2
r, 32, 13
r, 34, 27
b, 43, 23
g, 47, 7
g, 0, 40
b, 6, 46
g, 9, 9
b, 11, 31
r, 20, 42
r, 36, 44
r, 42, 38
g, 26, 22
g, 40, 7
g, 4, 8
r, 12, 4
g, 16, 24
r, 20, 16
g, 22, 1
r, 32, 22
b, 33, 38
b, 39, 27
r, 0, 44
b, 6, 0
g, 10, 19
r, 18, 6
g, 41, 0
b, 42, 49
b, 49, 33
r, 0, 10
g, 3, 25
b, 3, 38
g, 4, 3
r, 7, 38
r, 12, 11
b, 12, 44
r, 13, 34
b, 13, 38
g, 15, 46
b, 18, 27
r, 21, 46
g, 26, 16
b, 26, 41
r, 27, 36
g, 27, 46
r, 31, 8
g, 31, 29
g, 39, 47
g, 41, 20
b, 44, 33
b, 45, 14
b, 45, 47
r, 46, 2
b, 46, 19
b, 46, 27
b, 49, 4
g, 0, 14
g, 2, 20
b, 3, 47
b, 4, 15
g, 12, 28
b, 15, 3
g, 16, 13
r, 16, 32
r, 17, 9
g, 19, 33
b, 20, 21
g, 23, 4
r, 23, 10
r, 28, 19
g, 32, 41
g, 32, 48
r, 34, 1
g, 35, 20
g, 36, 9
b, 38, 3
r, 38, 31
r, 41, 41
r, 49, 37
b, 0, 32
g, 3, 28
b, 9, 46
g, 12, 41
g, 17, 17
b, 18, 45
g, 20, 36
g, 22, 29
r, 25, 25
g, 25, 31
r, 26, 49
b, 28, 13
r, 28, 28
g, 29, 22
b, 30, 36
g, 31, 5
g, 34, 35
g, 37, 6
r, 39, 16
b, 39, 37
r, 39, 44
g, 43, 7
b, 46, 30
g, 49, 26
g, 3, 32
g, 5, 22
b, 7, 43
b, 8, 34
g, 9, 2
r, 9, 22
b, 10, 25
g, 11, 7
g, 14, 21
r, 16, 0
b, 18, 30
g, 18, 40
b, 25, 8
g, 28, 2
g, 32, 25
r, 34, 11
b, 34, 46
b, 35, 40
r, 38, 19
g, 46, 10
r, 46, 40
b, 46, 44
r, 1, 2
r, 1, 42
g, 1, 46
b, 2, 4
r, 2, 30
r, 4, 18
b, 5, 6
r, 5, 10
b, 5, 26
b, 5, 39
b, 5, 44
b, 6, 36
b, 6, 41
g, 7, 17
b, 7, 27
g, 8, 48
r, 9, 6
b, 12, 18
b, 13, 1
b, 14, 48
r, 15, 10
b, 15, 35
r, 16, 44
b, 16, 49
b, 19, 8
g, 20, 28
r, 20, 31
b, 21, 13
r, 21, 18
g, 21, 34
b, 21, 40
r, 22, 15
r, 22, 22
g, 23, 27
g, 24, 17
r, 24, 21
g, 25, 3
