r, 0, 48
b, 3, 0
b, 32, 49
g, 18, 24
b, 29, 0
b, 48, 1
g, 49, 41
b, 0, 19
r, 16, 42
b, 33, 30
g, 16, 8
g, 31, 15
r, 3, 33
r, 43, 11
r, 23, 34
r, 38, 39
g, 46, 31
b, 10, 18
r, 43, 49
b, 3, 10
b, 38, 2
b, 39, 20
g, 12, 32
r, 9, 48
b, 23, 49
b, 20, 0
r, 28, 23
r, 29, 41
b, 24, 10
g, 11, 1
g, 7, 40
g, 7, 25
g, 31, 7
b, 17, 16
g, 40, 27
b, 49, 14
g, 0, 27
b, 24, 18
g, 37, 13
b, 10, 9
r, 24, 28
g, 39, 33
r, 1, 39
g, 29, 35
b, 23, 40
r, 43, 43
b, 17, 49
g, 49, 49
g, 43, 5
g, 38, 46
r, 35, 24
g, 22, 5
r, 5, 16
b, 18, 36
r, 44, 36
r, 49, 6
b, 36, 8
r, 44, 16
b, 45, 26
b, 17, 29
b, 0, 4
r, 0, 14
r, 34, 19
b, 7, 30
g, 34, 35
b, 49, 36
r, 13, 38
g, 34, 42
r, 11, 43
b, 4, 45
r, 28, 46
b, 34, 0
g, 15, 3
g, 8, 5
r, 27, 5
g, 14, 12
g, 20, 20
g, 4, 21
b, 43, 22
b, 11, 23
g, 28, 30
r, 21, 45
b, 47, 45
b, 33, 11
b, 28, 12
g, 4, 6
r, 9, 13
g, 23, 24
b, 49, 27
b, 13, 28
g, 6, 36
g, 13, 47
b, 25, 0
g, 7, 1
g, 43, 1
g, 49, 10
b, 40, 16
b, 16, 20
r, 0, 44
b, 35, 4
r, 18, 5
b, 13, 6
b, 20, 8
b, 40, 9
r, 25, 14
g, 30, 20
r, 8, 21
b, 2, 24
g, 31, 25
r, 4, 28
g, 43, 29
g, 37, 30
r, 0, 31
r, 15, 34
r, 10, 36
r, 26, 37
b, 42, 39
g, 19, 40
b, 26, 43
g, 31, 44
b, 34, 46
b, 36, 49
r, 30, 3
g, 46, 7
b, 17, 11
g, 46, 12
b, 13, 17
g, 27, 17
b, 47, 18
g, 39, 24
r, 10, 27
g, 27, 27
g, 36, 27
r, 20, 30
g, 25, 31
g, 2, 36
b, 7, 44
b, 42, 46
r, 20, 48
g, 27, 49
b, 40, 5
b, 13, 9
b, 0, 11
r, 6, 13
g, 40, 13
b, 23, 21
b, 14, 23
r, 49, 24
r, 40, 30
r, 43, 32
g, 6, 33
r, 18, 33
g, 49, 33
g, 29, 38
g, 34, 38
g, 10, 39
r, 45, 39
b, 26, 40
b, 4, 42
r, 37, 42
b, 40, 43
b, 16, 45
g, 25, 46
g, 39, 49
b, 40, 0
r, 22, 2
g, 27, 2
b, 12, 14
b, 19, 14
g, 2, 16
r, 12, 20
r, 0, 22
b, 37, 22
b, 15, 26
r, 20, 26
b, 31, 28
g, 30, 32
r, 21, 36
b, 40, 37
b, 32, 40
g, 13, 41
r, 6, 47
g, 45, 47
b, 45, 0
b, 14, 1
r, 2, 2
g, 17, 2
g, 41, 2
r, 46, 2
g, 9, 3
r, 12, 3
r, 19, 3
g, 24, 3
r, 48, 4
r, 33, 5
g, 37, 5
b, 23, 7
b, 26, 7
g, 29, 8
b, 33, 8
g, 5, 9
g, 22, 9
g, 35, 10
g, 38, 11
r, 2, 12
r, 11, 12
g, 30, 13
r, 33, 14
g, 8, 15
b, 15, 15
g, 28, 15
g, 42, 15
r, 46, 15
g, 23, 16
b, 48, 16
g, 19, 18
r, 31, 18
r, 38, 18
r, 22, 19
r, 49, 19
g, 6, 20
r, 44, 20
r, 27, 21
r, 33, 21
r, 21, 22
r, 31, 22
g, 40, 22
b, 5, 23
b, 25, 23
r, 45, 23
r, 41, 25
g, 3, 26
r, 25, 26
r, 29, 26
b, 34, 26
g, 6, 27
r, 19, 28
r, 47, 28
b, 2, 29
r, 22, 29
b, 35, 29
r, 11, 30
b, 14, 30
r, 5, 31
g, 9, 31
g, 16, 31
g, 26, 33
b, 11, 34
b, 20, 34
r, 32, 34
r, 41, 34
g, 46, 35
r, 8, 37
g, 36, 37
g, 17, 38
r, 48, 38
r, 15, 40
b, 35, 40
r, 44, 41
b, 20, 42
g, 24, 42
g, 2, 43
b, 13, 44
r, 1, 46
r, 22, 47
g, 31, 47
g, 40, 47
b, 29, 48
b, 2, 49
b, 11, 49
r, 5, 0
b, 18, 0
b, 22, 0
g, 36, 0
g, 38, 0
r, 9, 1
b, 0, 2
b, 4, 2
b, 10, 5
r, 20, 5
r, 29, 5
r, 16, 6
b, 8, 9
b, 26, 9
g, 31, 9
b, 5, 11
b, 26, 12
g, 48, 12
r, 35, 13
b, 38, 16
g, 0, 17
g, 2, 18
b, 8, 18
b, 17, 18
g, 44, 18
g, 27, 19
b, 36, 19
r, 46, 20
r, 10, 21
g, 35, 21
r, 7, 23
r, 9, 23
b, 47, 23
b, 16, 24
r, 37, 24
r, 9, 25
g, 11, 25
r, 43, 25
r, 17, 26
r, 8, 27
g, 43, 27
g, 15, 28
b, 45, 28
r, 30, 30
r, 22, 31
b, 48, 31
b, 28, 32
b, 41, 32
g, 34, 33
b, 47, 33
r, 44, 34
g, 26, 35
g, 36, 35
g, 4, 36
g, 12, 36
b, 15, 36
g, 32, 36
b, 38, 37
g, 19, 38
b, 21, 38
g, 23, 38
g, 3, 39
b, 5, 40
g, 11, 41
g, 47, 41
b, 6, 42
g, 9, 43
r, 28, 43
g, 45, 43
b, 24, 44
b, 34, 44
r, 37, 44
b, 19, 45
g, 40, 45
r, 45, 45
g, 47, 47
b, 25, 48
r, 34, 48
b, 13, 49
g, 41, 49
r, 8, 0
r, 10, 0
r, 47, 0
r, 16, 1
b, 30, 1
g, 33, 1
g, 35, 1
r, 39, 1
r, 8, 2
r, 25, 2
r, 29, 2
r, 26, 3
r, 34, 3
g, 47, 3
b, 28, 4
g, 39, 4
b, 41, 4
r, 47, 5
b, 28, 6
r, 30, 6
b, 36, 6
b, 41, 6
b, 5, 7
r, 15, 7
g, 17, 7
b, 19, 7
b, 21, 7
g, 11, 8
g, 14, 8
b, 2, 9
b, 15, 9
g, 14, 10
g, 15, 11
r, 8, 12
g, 16, 12
r, 36, 12
g, 41, 12
r, 1, 13
g, 15, 13
g, 18, 13
r, 47, 13
r, 5, 14
r, 27, 14
g, 36, 14
g, 39, 14
b, 41, 14
g, 1, 15
r, 6, 15
r, 9, 16
g, 14, 16
r, 26, 16
r, 3, 17
g, 16, 17
r, 18, 17
g, 22, 17
g, 25, 17
r, 39, 17
r, 43, 17
r, 45, 17
g, 12, 18
b, 14, 18
r, 21, 18
r, 26, 18
b, 40, 19
r, 28, 20
b, 37, 20
g, 17, 21
r, 29, 21
r, 42, 21
b, 3, 22
g, 26, 22
g, 49, 22
g, 17, 23
g, 10, 24
r, 29, 24
r, 32, 24
g, 1, 25
r, 19, 25
b, 33, 25
r, 5, 26
b, 32, 26
r, 37, 26
b, 48, 26
r, 2, 27
r, 16, 27
b, 7, 28
r, 9, 28
g, 34, 28
g, 37, 28
g, 5, 29
r, 32, 29
r, 1, 30
g, 4, 30
g, 24, 30
g, 29, 31
r, 31, 31
r, 36, 31
r, 38, 31
r, 1, 32
g, 4, 32
g, 10, 32
b, 24, 32
b, 42, 33
g, 7, 34
b, 38, 34
r, 5, 35
r, 19, 35
b, 40, 35
g, 42, 35
b, 35, 36
r, 5, 37
b, 20, 37
b, 2, 38
r, 9, 38
b, 11, 38
b, 41, 38
r, 43, 38
r, 6, 39
g, 14, 39
r, 18, 39
r, 20, 39
b, 31, 39
b, 9, 40
g, 28, 40
g, 33, 41
b, 36, 41
r, 38, 41
r, 30, 42
g, 15, 43
r, 21, 43
b, 32, 43
b, 35, 43
r, 39, 44
g, 44, 44
g, 30, 45
g, 33, 45
r, 5, 46
g, 7, 46
b, 23, 46
b, 48, 46
g, 19, 47
r, 26, 47
r, 37, 47
r, 43, 47
r, 42, 48
r, 8, 49
g, 19, 49
r, 21, 49
r, 2, 0
r, 6, 0
g, 21, 0
r, 26, 0
b, 4, 1
r, 10, 1
r, 20, 1
r, 22, 1
r, 29, 1
g, 34, 1
r, 40, 1
g, 47, 1
r, 3, 2
r, 19, 2
b, 21, 2
b, 37, 2
r, 42, 2
r, 43, 2
r, 47, 2
g, 8, 3
g, 11, 3
g, 18, 3
r, 23, 3
g, 29, 3
b, 35, 3
b, 48, 3
g, 10, 4
g, 15, 4
g, 29, 4
r, 43, 4
g, 49, 4
g, 13, 5
g, 19, 5
r, 23, 5
b, 28, 5
r, 34, 5
b, 36, 5
g, 44, 5
r, 3, 6
g, 17, 6
r, 18, 6
g, 20, 6
g, 26, 6
r, 33, 6
b, 40, 6
r, 43, 6
r, 47, 6
r, 22, 7
r, 27, 7
g, 30, 7
b, 31, 8
b, 3, 9
g, 12, 9
r, 16, 9
g, 23, 9
r, 32, 9
b, 39, 9
r, 13, 10
g, 23, 10
r, 33, 10
g, 43, 10
g, 37, 11
g, 39, 11
r, 49, 11
r, 5, 12
g, 9, 12
b, 27, 12
r, 30, 12
b, 37, 12
r, 14, 13
r, 26, 13
g, 31, 13
g, 33, 13
g, 35, 7
r, 0, 49
g, 48, 49
g, 0, 0
g, 24, 34
g, 1, 24
g, 47, 26
r, 17, 13
