r, 0, 2
b, 0, 48
b, 47, 0
g, 11, 25
b, 49, 49
b, 24, 3
g, 23, 49
b, 49, 19
r, 35, 13
b, 23, 35
g, 36, 43
g, 0, 17
r, 22, 17
r, 49, 33
r, 10, 39
r, 12, 9
g, 0, 31
b, 35, 1
r, 11, 49
b, 10, 0
b, 25, 26
b, 49, 10
g, 9, 17
r, 33, 21
b, 44, 41
b, 43, 25
r, 32, 36
r, 1, 39
b, 41, 6
g, 16, 31
g, 28, 43
g, 41, 49
g, 3, 9
b, 3, 24
g, 17, 42
b, 42, 15
g, 30, 7
b, 40, 35
g, 32, 49
b, 17, 2
r, 23, 10
g, 18, 24
r, 28, 14
g, 7, 30
b, 6, 44
r, 15, 15
b, 49, 26
g, 30, 30
g, 17, 49
g, 29, 0
r, 39, 20
g, 8, 5
r, 27, 21
b, 5, 35
r, 23, 41
r, 40, 0
b, 36, 8
r, 41, 30
b, 11, 34
b, 18, 36
b, 5, 0
r, 47, 5
r, 20, 6
b, 8, 12
g, 44, 20
b, 22, 30
r, 48, 38
g, 43, 10
r, 17, 11
b, 17, 19
r, 7, 22
b, 22, 22
g, 37, 24
g, 31, 25
r, 38, 39
g, 13, 44
g, 21, 45
g, 46, 45
b, 21, 0
b, 30, 18
g, 12, 20
r, 46, 30
b, 26, 32
b, 13, 5
b, 39, 11
g, 1, 13
r, 4, 16
g, 38, 16
b, 12, 30
b, 44, 34
g, 14, 38
g, 5, 40
b, 31, 40
g, 2, 43
g, 40, 44
g, 37, 47
b, 26, 7
b, 49, 14
r, 0, 27
b, 36, 35
r, 28, 47
b, 43, 2
b, 28, 4
b, 33, 5
r, 33, 10
g, 46, 12
r, 11, 14
b, 19, 14
g, 32, 15
r, 0, 22
g, 14, 23
g, 47, 23
r, 16, 27
r, 4, 28
r, 38, 32
r, 20, 33
b, 28, 35
g, 21, 38
b, 25, 45
g, 33, 45
b, 25, 0
b, 14, 1
r, 37, 5
g, 4, 6
b, 16, 6
g, 14, 12
b, 25, 15
g, 45, 16
b, 26, 18
g, 34, 18
r, 4, 21
g, 34, 26
g, 40, 26
r, 8, 27
g, 19, 28
g, 4, 32
b, 15, 34
b, 2, 36
r, 41, 38
g, 34, 39
b, 26, 40
b, 49, 41
b, 9, 43
r, 16, 45
g, 43, 46
b, 8, 48
b, 20, 48
r, 44, 5
r, 23, 7
r, 8, 9
g, 5, 12
r, 28, 26
g, 33, 29
g, 45, 38
g, 18, 39
g, 13, 41
r, 20, 42
b, 44, 49
b, 2, 0
r, 8, 2
b, 38, 2
b, 11, 3
g, 15, 9
g, 26, 12
b, 30, 12
r, 13, 17
g, 20, 20
b, 42, 22
b, 25, 23
g, 44, 28
r, 34, 33
r, 7, 37
b, 26, 37
b, 29, 38
r, 30, 45
b, 2, 46
g, 13, 47
r, 26, 49
b, 18, 0
b, 3, 2
g, 22, 2
r, 27, 2
g, 46, 2
b, 15, 3
b, 19, 3
r, 30, 3
g, 34, 3
g, 48, 3
r, 39, 4
g, 18, 5
r, 22, 5
r, 49, 6
g, 46, 7
r, 31, 9
r, 40, 9
g, 0, 11
b, 37, 12
b, 41, 12
g, 6, 14
b, 39, 14
g, 8, 15
g, 17, 16
g, 27, 16
g, 48, 16
r, 43, 17
r, 2, 18
g, 19, 18
r, 47, 18
g, 8, 19
b, 23, 19
g, 36, 19
g, 6, 20
r, 29, 20
g, 10, 21
b, 48, 21
g, 31, 22
r, 36, 22
r, 5, 23
r, 9, 23
r, 28, 23
g, 23, 24
r, 45, 24
r, 1, 25
r, 7, 25
r, 20, 25
r, 5, 26
g, 37, 27
b, 13, 28
b, 24, 28
r, 31, 28
r, 47, 28
g, 2, 29
r, 15, 29
r, 9, 31
b, 43, 31
g, 48, 31
r, 2, 33
r, 6, 33
b, 41, 33
r, 46, 35
b, 10, 36
r, 49, 36
b, 35, 37
r, 43, 39
g, 15, 40
g, 36, 40
g, 29, 41
b, 33, 41
b, 4, 42
r, 25, 42
r, 15, 43
g, 32, 43
r, 42, 43
g, 45, 43
g, 0, 44
r, 4, 45
r, 7, 46
b, 23, 46
r, 35, 46
b, 48, 46
g, 31, 47
g, 40, 47
b, 45, 47
r, 34, 48
r, 2, 49
g, 36, 49
g, 8, 0
b, 38, 0
b, 45, 0
b, 33, 1
r, 41, 2
b, 0, 4
b, 41, 4
g, 10, 5
g, 28, 6
r, 20, 8
b, 33, 8
b, 5, 9
b, 10, 9
r, 26, 9
r, 35, 10
r, 11, 12
b, 28, 12
b, 48, 12
g, 33, 13
b, 37, 14
b, 1, 15
g, 40, 16
r, 32, 18
b, 38, 18
g, 45, 18
g, 0, 19
b, 31, 20
b, 46, 20
g, 17, 21
g, 39, 22
b, 11, 23
r, 49, 23
r, 16, 24
g, 35, 24
r, 39, 24
r, 9, 25
b, 3, 26
b, 45, 26
r, 10, 27
r, 22, 28
g, 40, 28
r, 17, 29
r, 4, 30
r, 20, 30
g, 24, 30
g, 28, 30
b, 36, 31
r, 12, 32
r, 24, 32
b, 28, 32
b, 30, 32
b, 46, 32
g, 18, 33
b, 32, 34
r, 38, 34
g, 20, 35
g, 26, 35
g, 30, 35
g, 34, 35
b, 42, 35
g, 12, 36
b, 15, 36
g, 44, 36
b, 5, 37
g, 38, 37
g, 23, 38
b, 3, 39
g, 7, 40
g, 11, 41
b, 38, 41
g, 47, 41
r, 6, 42
g, 11, 43
b, 19, 45
b, 28, 45
r, 0, 46
b, 26, 47
g, 13, 49
r, 39, 49
g, 34, 0
b, 36, 0
r, 4, 1
b, 7, 1
g, 9, 1
r, 11, 1
r, 16, 1
r, 20, 1
r, 30, 1
b, 39, 1
g, 48, 1
g, 25, 2
r, 29, 2
r, 9, 3
r, 26, 3
r, 35, 4
r, 43, 4
r, 49, 4
g, 27, 5
b, 29, 5
g, 40, 5
b, 36, 6
r, 43, 6
b, 5, 7
r, 15, 7
b, 17, 7
b, 19, 7
b, 21, 7
r, 11, 8
g, 14, 8
b, 16, 8
b, 29, 8
g, 22, 9
g, 13, 10
b, 15, 11
b, 2, 12
g, 16, 12
g, 9, 13
r, 15, 13
g, 18, 13
r, 31, 13
g, 38, 13
r, 40, 13
g, 47, 13
g, 0, 14
r, 41, 14
r, 44, 15
r, 46, 15
g, 2, 16
g, 14, 16
b, 23, 16
g, 31, 16
r, 3, 17
r, 16, 17
g, 18, 17
r, 25, 17
r, 39, 17
g, 10, 18
r, 12, 18
g, 14, 18
g, 21, 18
r, 24, 18
r, 27, 19
r, 40, 19
g, 16, 20
b, 22, 20
r, 35, 20
r, 37, 20
b, 8, 21
r, 23, 21
b, 3, 22
g, 26, 22
r, 17, 23
r, 21, 23
b, 43, 23
g, 10, 24
g, 29, 24
g, 32, 24
g, 33, 25
r, 41, 25
r, 15, 26
g, 17, 26
r, 32, 26
b, 36, 26
r, 2, 27
b, 6, 27
r, 26, 27
b, 29, 27
r, 35, 27
r, 43, 27
b, 7, 28
r, 9, 28
g, 34, 28
g, 5, 29
g, 23, 29
r, 42, 29
r, 1, 30
g, 14, 30
g, 37, 30
g, 5, 31
r, 23, 31
r, 25, 31
r, 29, 31
r, 31, 31
g, 39, 31
g, 1, 32
b, 10, 32
b, 23, 33
g, 25, 33
b, 39, 33
r, 47, 33
r, 7, 34
b, 4, 36
g, 6, 36
b, 21, 36
r, 9, 37
b, 19, 37
b, 40, 37
r, 2, 38
b, 11, 38
b, 17, 38
r, 6, 39
r, 20, 39
g, 9, 40
r, 19, 40
r, 28, 40
b, 42, 40
b, 30, 42
g, 34, 42
g, 37, 42
b, 21, 43
r, 26, 43
r, 8, 44
g, 24, 44
r, 31, 44
b, 34, 44
b, 37, 44
r, 44, 44
g, 1, 45
g, 42, 45
g, 5, 46
r, 38, 46
g, 6, 47
b, 9, 47
b, 19, 47
g, 21, 47
r, 47, 47
r, 25, 48
r, 29, 48
r, 42, 48
r, 19, 49
g, 21, 49
r, 3, 0
r, 6, 0
r, 20, 0
g, 22, 0
r, 26, 0
b, 10, 1
r, 22, 1
r, 29, 1
r, 34, 1
r, 40, 1
g, 43, 1
r, 47, 1
g, 2, 2
r, 4, 2
r, 19, 2
b, 21, 2
b, 37, 2
r, 42, 2
r, 47, 2
r, 8, 3
g, 12, 3
g, 18, 3
g, 23, 3
r, 29, 3
g, 35, 3
b, 47, 3
b, 10, 4
g, 15, 4
g, 29, 4
g, 48, 4
r, 19, 5
g, 20, 5
g, 23, 5
g, 28, 5
r, 34, 5
b, 36, 5
r, 43, 5
b, 3, 6
g, 13, 6
r, 17, 6
g, 18, 6
r, 26, 6
g, 30, 6
g, 33, 6
r, 40, 6
b, 47, 6
r, 22, 7
r, 27, 7
r, 31, 7
r, 31, 8
g, 2, 9
b, 13, 9
b, 16, 9
g, 23, 9
r, 32, 9
g, 39, 9
r, 3, 10
b, 14, 10
r, 24, 10
g, 42, 34
r, 0, 0
g, 0, 49
g, 35, 0
g, 15, 25
r, 24, 49
r, 49, 15
g, 17, 5
b, 31, 17
r, 48, 49
b, 1, 17
r, 0, 33
r, 27, 33
g, 13, 40
g, 49, 0
g, 36, 45
r, 41, 23
g, 12, 15
g, 40, 10
g, 27, 6
g, 7, 7
g, 22, 14
r, 49, 28
g, 49, 40
g, 12, 49
g, 6, 25
b, 33, 27
r, 24, 22
g, 5, 42
r, 19, 32
b, 34, 37
b, 21, 41
b, 11, 0
r, 10, 33
r, 47, 7
r, 0, 9
b, 23, 0
g, 42, 1
r, 29, 42
r, 43, 44
r, 38, 17
g, 18, 19
b, 34, 6
r, 7, 19
g, 48, 22
b, 0, 24
r, 18, 48
r, 48, 34
b, 6, 49
r, 30, 11
g, 0, 39
b, 5, 13
b, 37, 31
g, 39, 40
b, 40, 49
g, 22, 8
g, 17, 12
b, 44, 17
g, 28, 1
b, 6, 2
g, 12, 6
r, 35, 12
r, 13, 20
g, 30, 22
g, 42, 28
g, 6, 37
r, 44, 39
g, 17, 0
r, 45, 12
b, 27, 26
b, 10, 28
b, 15, 35
r, 22, 36
b, 10, 44
g, 2, 4
g, 9, 11
g, 20, 24
r, 37, 25
g, 4, 31
b, 26, 38
b, 17, 43
r, 32, 47
g, 38, 3
g, 25, 11
b, 34, 20
r, 3, 21
g, 45, 31
g, 2, 45
g, 46, 3
b, 21, 4
r, 27, 18
b, 1, 28
g, 21, 28
g, 16, 29
b, 33, 32
g, 38, 35
g, 35, 41
