g, 0, 6
r, 0, 9
g, 0, 10
b, 0, 14
r, 0, 15
b, 0, 22
g, 0, 23
r, 0, 28
b, 0, 32
b, 0, 33
r, 0, 35
r, 0, 37
r, 0, 40
b, 0, 41
b, 0, 44
r, 0, 48
g, 0, 49
g, 1, 2
r, 1, 9
r, 1, 12
r, 1, 17
b, 1, 22
b, 1, 25
r, 1, 27
r, 1, 39
r, 1, 40
r, 1, 42
b, 1, 46
g, 1, 47
r, 2, 0
g, 2, 4
b, 2, 6
b, 2, 8
r, 2, 11
b, 2, 18
g, 2, 19
b, 2, 20
g, 2, 22
r, 2, 23
b, 2, 24
b, 2, 27
g, 2, 28
g, 2, 30
b, 2, 35
r, 2, 44
g, 2, 48
r, 3, 0
b, 3, 3
b, 3, 9
g, 3, 12
g, 3, 17
b, 3, 20
g, 3, 24
r, 3, 25
g, 3, 28
r, 3, 32
r, 3, 34
g, 3, 38
b, 3, 39
g, 3, 43
g, 3, 47
b, 4, 0
g, 4, 2
r, 4, 3
r, 4, 4
r, 4, 5
b, 4, 6
g, 4, 8
g, 4, 11
r, 4, 12
r, 4, 13
b, 4, 15
g, 4, 17
g, 4, 18
b, 4, 21
g, 4, 24
b, 4, 31
r, 4, 35
r, 4, 42
r, 4, 44
g, 4, 46
g, 4, 48
g, 5, 6
r, 5, 10
g, 5, 15
r, 5, 19
g, 5, 20
r, 5, 22
b, 5, 25
b, 5, 26
r, 5, 29
b, 5, 32
g, 5, 33
r, 5, 34
g, 5, 35
b, 5, 39
b, 5, 40
r, 5, 43
g, 5, 44
b, 6, 0
g, 6, 2
r, 6, 8
r, 6, 14
b, 6, 17
r, 6, 19
b, 6, 21
g, 6, 26
b, 6, 27
r, 6, 28
g, 6, 29
b, 6, 34
r, 6, 36
g, 6, 39
r, 6, 41
g, 6, 45
g, 6, 46
g, 7, 5
b, 7, 17
b, 7, 18
b, 7, 24
r, 7, 25
b, 7, 26
b, 7, 27
b, 7, 30
g, 7, 37
g, 7, 38
b, 7, 41
b, 7, 43
g, 8, 3
b, 8, 10
g, 8, 13
r, 8, 14
r, 8, 18
g, 8, 23
b, 8, 25
g, 8, 26
r, 8, 28
r, 8, 34
g, 8, 35
g, 8, 36
r, 8, 38
g, 8, 39
g, 8, 40
b, 8, 41
r, 8, 42
r, 8, 43
r, 8, 45
b, 8, 47
g, 8, 48
b, 9, 2
g, 9, 6
g, 9, 8
b, 9, 9
g, 9, 10
g, 9, 18
r, 9, 21
g, 9, 22
r, 9, 33
b, 9, 35
r, 9, 37
g, 9, 40
b, 9, 41
g, 9, 42
g, 9, 43
g, 9, 46
r, 10, 1
b, 10, 3
r, 10, 5
g, 10, 9
b, 10, 10
g, 10, 11
g, 10, 17
g, 10, 18
b, 10, 19
b, 10, 21
g, 10, 22
r, 10, 23
b, 10, 24
g, 10, 25
g, 10, 30
r, 10, 36
b, 10, 42
g, 10, 46
b, 10, 47
g, 11, 0
g, 11, 3
r, 11, 5
b, 11, 6
b, 11, 7
r, 11, 16
g, 11, 23
r, 11, 29
b, 11, 30
r, 11, 31
r, 11, 36
g, 11, 38
b, 11, 41
r, 11, 42
r, 11, 49
b, 12, 1
r, 12, 3
b, 12, 4
b, 12, 11
b, 12, 17
b, 12, 18
b, 12, 19
g, 12, 22
b, 12, 23
g, 12, 26
r, 12, 28
b, 12, 29
b, 12, 36
b, 12, 41
r, 12, 44
b, 13, 0
r, 13, 1
b, 13, 5
b, 13, 7
g, 13, 10
r, 13, 11
b, 13, 16
r, 13, 17
g, 13, 21
b, 13, 23
r, 13, 34
r, 13, 35
g, 13, 38
g, 13, 40
r, 13, 45
g, 14, 3
b, 14, 8
g, 14, 10
r, 14, 21
r, 14, 32
b, 14, 37
g, 14, 41
r, 14, 42
g, 14, 45
r, 14, 48
r, 15, 3
r, 15, 5
b, 15, 10
g, 15, 20
b, 15, 24
g, 15, 28
b, 15, 29
r, 15, 33
b, 15, 35
r, 15, 37
r, 15, 40
r, 15, 41
g, 15, 42
g, 15, 45
r, 15, 46
g, 16, 0
b, 16, 2
r, 16, 8
r, 16, 10
r, 16, 13
b, 16, 20
g, 16, 24
g, 16, 27
r, 16, 30
g, 16, 32
b, 16, 44
g, 16, 47
g, 16, 49
g, 17, 3
b, 17, 6
b, 17, 7
r, 17, 8
b, 17, 9
g, 17, 11
r, 17, 14
b, 17, 17
b, 17, 19
g, 17, 20
g, 17, 21
b, 17, 23
g, 17, 24
r, 17, 25
b, 17, 29
b, 17, 31
b, 17, 36
b, 17, 45
r, 17, 46
g, 17, 49
g, 18, 0
b, 18, 2
b, 18, 6
g, 18, 8
r, 18, 10
b, 18, 13
b, 18, 20
r, 18, 21
g, 18, 24
r, 18, 25
g, 18, 27
r, 18, 30
b, 18, 34
g, 18, 37
b, 18, 40
r, 18, 45
g, 18, 47
r, 18, 48
g, 19, 7
g, 19, 8
b, 19, 12
r, 19, 16
g, 19, 20
g, 19, 21
r, 19, 26
g, 19, 28
b, 19, 33
r, 19, 34
g, 19, 36
b, 19, 41
r, 19, 42
b, 19, 43
r, 19, 45
b, 19, 48
g, 20, 1
r, 20, 2
r, 20, 16
r, 20, 17
b, 20, 21
b, 20, 26
b, 20, 27
b, 20, 28
g, 20, 30
r, 20, 31
g, 20, 36
g, 20, 38
b, 20, 41
g, 20, 42
b, 20, 44
r, 21, 0
r, 21, 7
b, 21, 13
g, 21, 14
b, 21, 18
g, 21, 19
r, 21, 20
r, 21, 22
b, 21, 25
b, 21, 26
r, 21, 27
g, 21, 30
g, 21, 34
g, 21, 40
r, 21, 41
g, 21, 44
r, 21, 45
r, 21, 46
b, 22, 1
g, 22, 3
g, 22, 5
r, 22, 6
r, 22, 7
r, 22, 11
g, 22, 14
g, 22, 15
r, 22, 16
r, 22, 17
r, 22, 19
r, 22, 22
b, 22, 24
b, 22, 27
g, 22, 29
r, 22, 30
g, 22, 32
r, 22, 34
g, 22, 36
b, 22, 38
b, 22, 42
b, 22, 44
b, 22, 48
g, 23, 0
g, 23, 1
b, 23, 4
g, 23, 7
g, 23, 10
r, 23, 12
g, 23, 13
g, 23, 14
r, 23, 15
b, 23, 18
b, 23, 19
r, 23, 21
g, 23, 25
b, 23, 27
g, 23, 28
b, 23, 31
r, 23, 34
r, 23, 36
r, 23, 38
r, 23, 39
r, 23, 46
r, 23, 49
r, 24, 0
r, 24, 1
g, 24, 3
b, 24, 5
r, 24, 12
r, 24, 13
g, 24, 16
g, 24, 17
g, 24, 19
r, 24, 21
b, 24, 29
r, 24, 42
g, 24, 43
b, 24, 44
b, 24, 45
g, 25, 1
r, 25, 3
r, 25, 6
b, 25, 8
r, 25, 11
g, 25, 12
r, 25, 14
r, 25, 18
b, 25, 20
