r, 49, 49
b, 0, 48
b, 49, 19
g, 26, 35
b, 0, 22
b, 2, 0
g, 40, 0
b, 17, 49
r, 44, 34
b, 33, 21
g, 33, 49
g, 10, 34
r, 9, 12
r, 17, 23
r, 14, 1
r, 35, 10
g, 29, 0
b, 49, 6
r, 36, 40
b, 1, 32
b, 0, 11
b, 18, 40
g, 9, 43
r, 41, 25
b, 24, 18
b, 33, 30
r, 25, 45
r, 9, 25
b, 42, 15
g, 25, 26
g, 49, 27
g, 1, 40
g, 49, 41
b, 41, 49
g, 17, 15
b, 21, 0
g, 8, 5
b, 16, 30
g, 28, 12
b, 14, 8
r, 4, 16
g, 12, 19
r, 47, 0
g, 43, 43
b, 30, 6
r, 41, 6
b, 48, 12
g, 8, 49
g, 38, 34
g, 35, 3
r, 30, 42
g, 22, 31
r, 32, 36
b, 33, 15
r, 39, 20
r, 3, 6
b, 5, 21
r, 2, 27
b, 49, 33
b, 8, 0
b, 18, 5
r, 44, 20
r, 28, 21
b, 36, 26
g, 7, 30
b, 28, 30
r, 41, 30
g, 5, 35
r, 19, 35
b, 13, 38
r, 41, 38
b, 23, 39
g, 4, 45
g, 25, 2
r, 43, 10
g, 22, 22
g, 31, 25
g, 34, 44
b, 19, 45
b, 47, 45
g, 13, 47
r, 29, 47
b, 23, 49
b, 38, 13
b, 47, 23
g, 20, 26
r, 46, 30
g, 6, 40
b, 15, 43
b, 38, 46
g, 26, 7
g, 5, 11
b, 0, 17
g, 8, 18
g, 15, 34
g, 48, 37
b, 22, 5
b, 17, 11
r, 20, 18
b, 11, 30
r, 37, 30
b, 1, 36
b, 0, 44
b, 43, 2
r, 11, 3
g, 0, 4
r, 39, 9
b, 14, 13
g, 25, 14
r, 46, 15
g, 30, 18
g, 15, 26
r, 45, 26
r, 8, 37
r, 29, 38
r, 45, 39
b, 26, 41
g, 34, 0
b, 17, 2
g, 48, 3
b, 44, 5
b, 36, 6
r, 8, 9
g, 31, 9
b, 27, 17
g, 34, 18
b, 17, 19
g, 8, 22
b, 36, 22
g, 3, 24
r, 6, 27
g, 19, 29
g, 34, 33
r, 23, 34
g, 35, 37
g, 33, 41
b, 7, 46
b, 22, 46
r, 42, 46
g, 26, 48
b, 5, 0
b, 29, 3
b, 33, 6
r, 11, 8
g, 0, 14
b, 8, 15
b, 14, 16
r, 38, 16
r, 14, 23
r, 25, 23
g, 28, 26
r, 4, 30
g, 25, 31
g, 41, 33
g, 29, 35
g, 38, 37
r, 9, 40
b, 40, 43
b, 20, 49
r, 36, 49
b, 44, 49
b, 38, 2
g, 15, 4
g, 46, 7
b, 2, 9
r, 41, 12
g, 31, 13
b, 35, 13
b, 11, 14
g, 42, 22
r, 11, 23
r, 9, 28
b, 13, 28
b, 22, 28
r, 31, 28
b, 30, 32
g, 15, 40
r, 4, 42
b, 20, 42
b, 11, 49
g, 18, 0
r, 26, 0
g, 10, 1
b, 3, 2
b, 22, 2
r, 46, 2
g, 19, 3
g, 39, 4
r, 13, 5
g, 27, 5
r, 47, 5
r, 16, 6
g, 20, 6
r, 5, 7
r, 23, 7
g, 29, 8
b, 16, 9
b, 13, 10
g, 24, 10
b, 49, 10
g, 33, 11
g, 37, 11
g, 2, 12
g, 6, 13
r, 18, 13
r, 49, 14
g, 28, 15
r, 23, 16
g, 31, 16
b, 44, 16
g, 48, 16
g, 16, 17
r, 2, 18
g, 45, 18
b, 22, 19
g, 36, 19
r, 7, 20
r, 19, 20
r, 31, 20
r, 10, 21
g, 48, 21
r, 6, 23
r, 23, 24
r, 29, 24
r, 35, 24
r, 39, 24
g, 49, 24
b, 1, 25
b, 11, 26
r, 40, 27
r, 43, 27
g, 17, 28
r, 34, 28
r, 47, 28
b, 0, 30
g, 9, 31
r, 39, 31
r, 43, 31
b, 48, 31
r, 5, 32
b, 12, 32
r, 3, 33
b, 18, 33
r, 7, 34
g, 12, 35
g, 36, 35
g, 40, 35
b, 46, 35
b, 21, 36
r, 2, 38
r, 17, 38
g, 20, 39
r, 31, 39
g, 34, 39
g, 28, 40
r, 42, 40
r, 11, 41
b, 38, 41
r, 44, 41
b, 13, 42
g, 17, 42
g, 24, 42
b, 2, 43
r, 28, 43
r, 32, 43
g, 36, 43
g, 6, 44
b, 16, 45
b, 30, 45
b, 1, 46
r, 33, 46
b, 9, 47
b, 40, 47
g, 45, 47
g, 2, 49
r, 36, 0
b, 38, 0
b, 45, 0
b, 0, 2
r, 8, 2
r, 27, 2
r, 41, 2
b, 41, 4
b, 10, 5
g, 20, 8
b, 33, 8
b, 36, 8
g, 5, 9
r, 26, 9
b, 15, 11
g, 39, 11
g, 11, 12
b, 26, 12
b, 46, 12
g, 33, 13
g, 6, 15
b, 2, 16
r, 40, 16
r, 18, 17
g, 10, 18
r, 14, 18
r, 32, 18
b, 38, 18
b, 47, 18
r, 0, 19
r, 27, 19
g, 46, 20
r, 17, 21
r, 3, 22
r, 31, 22
g, 39, 22
g, 45, 23
b, 37, 24
r, 7, 25
r, 33, 25
b, 43, 25
b, 17, 26
b, 0, 27
g, 4, 28
b, 15, 28
r, 24, 28
g, 37, 28
g, 45, 28
g, 2, 29
g, 43, 29
b, 14, 30
g, 30, 30
b, 28, 32
g, 46, 32
b, 20, 33
g, 25, 33
g, 32, 34
b, 34, 35
g, 42, 35
g, 10, 36
b, 15, 36
g, 44, 36
r, 5, 37
g, 19, 37
b, 26, 37
b, 11, 38
r, 43, 38
b, 38, 39
g, 48, 39
r, 47, 41
g, 6, 42
b, 11, 43
r, 26, 43
b, 45, 43
g, 13, 44
r, 28, 45
r, 40, 45
r, 45, 45
r, 35, 46
b, 19, 47
g, 31, 47
g, 47, 47
r, 13, 49
r, 39, 49
r, 4, 1
r, 7, 1
r, 16, 1
r, 20, 1
g, 30, 1
b, 33, 1
g, 35, 1
b, 39, 1
r, 48, 1
b, 9, 3
r, 23, 3
b, 26, 3
b, 28, 4
b, 43, 4
r, 49, 4
g, 29, 5
b, 34, 5
b, 37, 5
